	k	p	c	o	f	g	s
OTU_2897	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Chitinophagaceae	Unclassified	Unclassified
OTU_2901	k:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Cytophagaceae	g:Spirosoma	Unclassified
OTU_2898	k:Bacteria	p:Armatimonadetes	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_2900	k:Bacteria	p:Verrucomicrobia	c:OPB35_soil_group	Unclassified	Unclassified	Unclassified	Unclassified
OTU_2902	k:Bacteria	p:Chloroflexi	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_2905	k:Bacteria	p:Gemmatimonadetes	c:Gemmatimonadetes	o:Gemmatimonadales	f:Gemmatimonadaceae	Unclassified	Unclassified
OTU_2904	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodobacterales	f:Rhodobacteraceae	Unclassified	Unclassified
OTU_2906	k:Bacteria	p:Armatimonadetes	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_2907	k:Bacteria	p:Chloroflexi	c:Anaerolineae	o:Anaerolineales	f:Anaerolineaceae	Unclassified	Unclassified
OTU_2908	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Chitinophagaceae	Unclassified	Unclassified
OTU_2910	k:Bacteria	p:Parcubacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_2903	k:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	Unclassified	Unclassified	Unclassified
OTU_2909	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:Haliangiaceae	g:Haliangium	Unclassified
OTU_2911	k:Bacteria	p:Chloroflexi	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_2917	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rickettsiales	f:Mitochondria	Unclassified	Unclassified
OTU_2912	k:Bacteria	p:Actinobacteria	c:Acidimicrobiia	o:Acidimicrobiales	Unclassified	Unclassified	Unclassified
OTU_2913	k:Bacteria	p:Actinobacteria	c:Acidimicrobiia	o:Acidimicrobiales	Unclassified	Unclassified	Unclassified
OTU_2916	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:NS11-12_marine_group	Unclassified	Unclassified
OTU_2920	k:Bacteria	p:SM2F11	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_2915	k:Bacteria	p:Actinobacteria	c:Thermoleophilia	o:Gaiellales	Unclassified	Unclassified	Unclassified
OTU_2914	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:SC-I-84	Unclassified	Unclassified	Unclassified
OTU_2918	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Sphingobacteriaceae	g:Mucilaginibacter	Unclassified
OTU_2919	k:Bacteria	p:Chloroflexi	c:P2-11E	Unclassified	Unclassified	Unclassified	Unclassified
OTU_2922	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Chitinophagaceae	g:Flavisolibacter	Unclassified
OTU_2921	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Methylophilales	f:Methylophilaceae	Unclassified	Unclassified
OTU_2925	k:Bacteria	p:Planctomycetes	c:Phycisphaerae	o:WD2101_soil_group	Unclassified	Unclassified	Unclassified
OTU_2923	k:Bacteria	p:Armatimonadetes	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_2928	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_2927	k:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Cytophagaceae	g:Hymenobacter	Unclassified
OTU_2924	k:Bacteria	p:Chloroflexi	c:TK10	Unclassified	Unclassified	Unclassified	Unclassified
OTU_2926	k:Bacteria	p:Chloroflexi	c:Ardenticatenia	Unclassified	Unclassified	Unclassified	Unclassified
OTU_2929	k:Bacteria	p:Armatimonadetes	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_2931	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	Unclassified	Unclassified
OTU_2930	k:Bacteria	p:Latescibacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_2936	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_6	Unclassified	Unclassified	Unclassified
OTU_2935	k:Bacteria	p:Gemmatimonadetes	c:Gemmatimonadetes	o:Gemmatimonadales	f:Gemmatimonadaceae	g:Gemmatimonas	Unclassified
OTU_2934	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	f:Bradyrhizobiaceae	Unclassified	Unclassified
OTU_2938	k:Bacteria	p:Verrucomicrobia	c:Verrucomicrobiae	o:Verrucomicrobiales	f:Verrucomicrobiaceae	g:Verrucomicrobium	s:Verrucomicrobium_sp._GD
OTU_2932	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Xanthomonadales	f:Xanthomonadales_Incertae_Sedis	Unclassified	Unclassified
OTU_2937	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:DB1-14	Unclassified	Unclassified	Unclassified
OTU_2933	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	Unclassified	Unclassified
OTU_2939	k:Bacteria	p:Verrucomicrobia	c:OPB35_soil_group	Unclassified	Unclassified	Unclassified	Unclassified
OTU_2940	k:Bacteria	p:Gemmatimonadetes	c:Gemmatimonadetes	o:Gemmatimonadales	f:Gemmatimonadaceae	Unclassified	Unclassified
OTU_2941	k:Bacteria	p:Armatimonadetes	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_2946	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	Unclassified	Unclassified
OTU_2945	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Sphingobacteriaceae	Unclassified	Unclassified
OTU_2944	k:Bacteria	p:Elusimicrobia	c:Elusimicrobia	o:Lineage_IV	Unclassified	Unclassified	Unclassified
OTU_2947	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Chitinophagaceae	g:Parasegetibacter	s:Parasegetibacter_luojiensis
OTU_2942	k:Bacteria	p:Cyanobacteria	c:ML635J-21	Unclassified	Unclassified	Unclassified	Unclassified
OTU_2943	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Burkholderiales	f:Comamonadaceae	g:Aquabacterium	Unclassified
OTU_2948	k:Bacteria	p:Latescibacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_2950	k:Bacteria	p:Gemmatimonadetes	c:Gemmatimonadetes	o:Gemmatimonadales	f:Gemmatimonadaceae	Unclassified	Unclassified
OTU_2949	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_25	Unclassified	Unclassified	Unclassified
OTU_2955	k:Bacteria	p:Firmicutes	c:Erysipelotrichia	o:Erysipelotrichales	f:Erysipelotrichaceae	g:Asteroleplasma	Unclassified
OTU_2951	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Streptosporangiales	f:Streptosporangiales_Incertae_Sedis	g:Motilibacter	Unclassified
OTU_2953	k:Bacteria	p:Actinobacteria	c:Thermoleophilia	o:Gaiellales	Unclassified	Unclassified	Unclassified
OTU_2952	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_6	Unclassified	Unclassified	Unclassified
OTU_2954	k:Bacteria	p:Actinobacteria	c:Acidimicrobiia	o:Acidimicrobiales	Unclassified	Unclassified	Unclassified
OTU_2956	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Acidobacteriales	f:Acidobacteriaceae_[Subgroup_1]	Unclassified	Unclassified
OTU_2960	k:Bacteria	p:Planctomycetes	c:Phycisphaerae	o:WD2101_soil_group	Unclassified	Unclassified	Unclassified
OTU_2958	k:Bacteria	p:Chlamydiae	c:Chlamydiae	o:Chlamydiales	Unclassified	Unclassified	Unclassified
OTU_2957	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Propionibacteriales	f:Nocardioidaceae	g:Nocardioides	Unclassified
OTU_2967	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_2959	k:Bacteria	p:Proteobacteria	c:Betaproteobacteria	o:Nitrosomonadales	f:Nitrosomonadaceae	Unclassified	Unclassified
OTU_2963	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	Unclassified	Unclassified
OTU_2961	k:Bacteria	p:Planctomycetes	c:Phycisphaerae	o:CPla-3_termite_group	Unclassified	Unclassified	Unclassified
OTU_2962	k:Bacteria	p:Planctomycetes	c:Phycisphaerae	o:WD2101_soil_group	Unclassified	Unclassified	Unclassified
OTU_2966	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Chitinophagaceae	g:Lacibacter	Unclassified
OTU_2964	k:Bacteria	p:Cyanobacteria	c:ML635J-21	Unclassified	Unclassified	Unclassified	Unclassified
OTU_2965	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_6	Unclassified	Unclassified	Unclassified
OTU_2970	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	g:Gemmata	Unclassified
OTU_2971	k:Bacteria	p:Bacteroidetes	c:Flavobacteriia	o:Flavobacteriales	f:Flavobacteriaceae	g:Flavobacterium	Unclassified
OTU_2968	k:Bacteria	p:Firmicutes	c:Clostridia	o:Clostridiales	f:Lachnospiraceae	g:Tyzzerella_3	s:unidentified
OTU_2969	k:Bacteria	p:Armatimonadetes	c:Armatimonadia	o:Armatimonadales	Unclassified	Unclassified	Unclassified
OTU_2972	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Chitinophagaceae	g:Filimonas	s:Filimonas_sp._R5-375
OTU_2974	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	Unclassified	Unclassified
OTU_2978	k:Bacteria	p:Chloroflexi	c:Anaerolineae	o:Anaerolineales	f:Anaerolineaceae	Unclassified	Unclassified
OTU_2977	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Chitinophagaceae	g:Ferruginibacter	Unclassified
OTU_2973	k:Bacteria	p:Armatimonadetes	c:Armatimonadia	o:Armatimonadales	Unclassified	Unclassified	Unclassified
OTU_2975	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Frankiales	f:Geodermatophilaceae	g:Blastococcus	s:Blastococcus_endophyticus
OTU_2976	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	Unclassified	Unclassified	Unclassified
OTU_2979	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	g:Gemmata	Unclassified
OTU_2980	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	Unclassified	Unclassified
OTU_2983	k:Bacteria	p:Chloroflexi	c:Anaerolineae	o:Anaerolineales	f:Anaerolineaceae	Unclassified	Unclassified
OTU_2986	k:Bacteria	p:Planctomycetes	c:Phycisphaerae	o:WD2101_soil_group	Unclassified	Unclassified	Unclassified
OTU_2981	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:P3OB-42	Unclassified	Unclassified
OTU_2985	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	Unclassified	Unclassified
OTU_2982	k:Bacteria	p:Firmicutes	c:Clostridia	o:Clostridiales	f:Ruminococcaceae	Unclassified	Unclassified
OTU_2988	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	Unclassified	Unclassified
OTU_2992	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_2984	k:Bacteria	p:Actinobacteria	c:Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_2987	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_3	f:Unknown_Family	g:Candidatus_Solibacter	Unclassified
OTU_2990	k:Bacteria	p:Planctomycetes	c:OM190	Unclassified	Unclassified	Unclassified	Unclassified
OTU_2989	k:Bacteria	p:Firmicutes	c:Bacilli	o:Lactobacillales	f:Streptococcaceae	g:Streptococcus	Unclassified
OTU_2995	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	g:Planctomyces	s:Planctomyces_sp._Io1-3
OTU_2993	k:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Cytophagaceae	g:Hymenobacter	Unclassified
OTU_2994	k:Bacteria	p:Verrucomicrobia	c:OPB35_soil_group	Unclassified	Unclassified	Unclassified	Unclassified
OTU_2991	k:Bacteria	p:Actinobacteria	c:Acidimicrobiia	o:Acidimicrobiales	Unclassified	Unclassified	Unclassified
OTU_2996	k:Bacteria	p:Chlorobi	c:Chlorobia	o:Chlorobiales	f:OPB56	Unclassified	Unclassified
OTU_3000	k:Bacteria	p:Fibrobacteres	c:Fibrobacteria	o:Fibrobacterales	f:Fibrobacteraceae	Unclassified	Unclassified
OTU_2997	k:Bacteria	p:Chloroflexi	c:Ardenticatenia	Unclassified	Unclassified	Unclassified	Unclassified
OTU_2998	k:Bacteria	p:Gemmatimonadetes	c:Gemmatimonadetes	o:Gemmatimonadales	f:Gemmatimonadaceae	Unclassified	Unclassified
OTU_3001	k:Bacteria	p:Cyanobacteria	c:Melainabacteria	o:Gastranaerophilales	Unclassified	Unclassified	Unclassified
OTU_3002	k:Bacteria	p:Chloroflexi	c:Ktedonobacteria	o:Ktedonobacterales	f:Thermosporotrichaceae	Unclassified	Unclassified
OTU_2999	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Streptomycetales	f:Streptomycetaceae	g:Streptomyces	Unclassified
OTU_3003	k:Bacteria	p:Chloroflexi	c:Anaerolineae	o:Anaerolineales	f:Anaerolineaceae	Unclassified	Unclassified
OTU_3005	k:Bacteria	p:Chloroflexi	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_3004	k:Bacteria	p:Actinobacteria	c:Actinobacteria	o:Frankiales	f:Acidothermaceae	g:Acidothermus	Unclassified
OTU_3006	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:DA111	Unclassified	Unclassified
OTU_3008	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	g:Pirellula	Unclassified
OTU_3012	k:Bacteria	p:Parcubacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_3009	k:Bacteria	p:Armatimonadetes	c:Chthonomonadetes	o:Chthonomonadales	Unclassified	Unclassified	Unclassified
OTU_3007	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Cellvibrionales	f:Spongiibacteraceae	g:BD1-7_clade	Unclassified
OTU_3010	k:Bacteria	p:Latescibacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_3013	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Oligoflexales	Unclassified	Unclassified	Unclassified
OTU_3011	k:Bacteria	p:Armatimonadetes	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_3014	k:Bacteria	p:Firmicutes	c:Clostridia	o:Clostridiales	f:Ruminococcaceae	Unclassified	Unclassified
OTU_3019	k:Bacteria	p:Planctomycetes	c:Phycisphaerae	o:WD2101_soil_group	Unclassified	Unclassified	Unclassified
OTU_3016	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:mle1-27	Unclassified	Unclassified
OTU_3018	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	Unclassified	Unclassified
OTU_3021	k:Bacteria	p:Chloroflexi	c:Anaerolineae	o:Anaerolineales	f:Anaerolineaceae	Unclassified	Unclassified
OTU_3017	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	g:Acidiphilium	Unclassified
OTU_3015	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rickettsiales	f:TK34	Unclassified	Unclassified
OTU_3020	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:env.OPS_17	Unclassified	Unclassified
OTU_3023	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	g:Pir4_lineage	Unclassified
OTU_3022	k:Bacteria	p:Chlorobi	c:Chlorobia	o:Chlorobiales	f:OPB56	Unclassified	Unclassified
OTU_3031	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Chitinophagaceae	Unclassified	Unclassified
OTU_3024	k:Bacteria	p:Chloroflexi	c:JG37-AG-4	Unclassified	Unclassified	Unclassified	Unclassified
OTU_3027	k:Bacteria	p:Chloroflexi	c:KD4-96	Unclassified	Unclassified	Unclassified	Unclassified
OTU_3026	k:Bacteria	p:Elusimicrobia	c:Elusimicrobia	Unclassified	Unclassified	Unclassified	Unclassified
OTU_3030	k:Bacteria	p:Actinobacteria	c:Acidimicrobiia	o:Acidimicrobiales	Unclassified	Unclassified	Unclassified
OTU_3025	k:Bacteria	p:Armatimonadetes	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_3028	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:GR-WP33-30	Unclassified	Unclassified	Unclassified
OTU_3029	k:Bacteria	p:Acidobacteria	c:Subgroup_26	Unclassified	Unclassified	Unclassified	Unclassified
OTU_3032	k:Bacteria	p:Chlorobi	c:Chlorobia	o:Chlorobiales	f:OPB56	Unclassified	Unclassified
OTU_3036	k:Bacteria	p:Chloroflexi	c:Anaerolineae	o:Anaerolineales	f:Anaerolineaceae	Unclassified	Unclassified
OTU_3034	k:Bacteria	p:Planctomycetes	c:Phycisphaerae	o:WD2101_soil_group	Unclassified	Unclassified	Unclassified
OTU_3040	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	g:Singulisphaera	Unclassified
OTU_3033	k:Bacteria	p:Firmicutes	c:Clostridia	o:Clostridiales	f:Lachnospiraceae	Unclassified	Unclassified
OTU_3039	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	Unclassified	Unclassified	Unclassified
OTU_3038	k:Bacteria	p:SHA-109	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_3035	k:Bacteria	p:Actinobacteria	c:Acidimicrobiia	o:Acidimicrobiales	Unclassified	Unclassified	Unclassified
OTU_3037	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:DA111	Unclassified	Unclassified
OTU_3041	k:Bacteria	p:Actinobacteria	c:Thermoleophilia	o:Solirubrobacterales	f:Patulibacteraceae	g:Patulibacter	s:Phytoplasma_sp._RYL-GD
OTU_3042	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_3	f:Unknown_Family	g:Bryobacter	Unclassified
OTU_3045	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Chitinophagaceae	Unclassified	Unclassified
OTU_3043	k:Bacteria	p:Gemmatimonadetes	c:Gemmatimonadetes	o:Gemmatimonadales	f:Gemmatimonadaceae	Unclassified	Unclassified
OTU_3046	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	Unclassified	Unclassified
OTU_3044	k:Bacteria	p:Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_3047	k:Bacteria	p:Gemmatimonadetes	c:Gemmatimonadetes	o:Gemmatimonadales	f:Gemmatimonadaceae	g:Gemmatimonas	Unclassified
OTU_3049	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:BIrii41	Unclassified	Unclassified
OTU_3050	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	Unclassified	Unclassified
OTU_3048	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	Unclassified	Unclassified	Unclassified
OTU_3051	k:Bacteria	p:Gemmatimonadetes	c:Gemmatimonadetes	o:AT425-EubC11_terrestrial_group	Unclassified	Unclassified	Unclassified
OTU_3052	k:Bacteria	p:Acidobacteria	c:Acidobacteria	o:Subgroup_6	Unclassified	Unclassified	Unclassified
OTU_3055	k:Bacteria	p:Actinobacteria	c:MB-A2-108	Unclassified	Unclassified	Unclassified	Unclassified
OTU_3053	k:Bacteria	p:Chloroflexi	c:Thermomicrobia	o:Sphaerobacterales	f:Sphaerobacteraceae	g:Nitrolancea	Unclassified
OTU_3054	k:Bacteria	p:Verrucomicrobia	c:OPB35_soil_group	Unclassified	Unclassified	Unclassified	Unclassified
OTU_3057	k:Bacteria	p:Bacteroidetes	c:Cytophagia	o:Cytophagales	f:Cytophagaceae	g:Dyadobacter	Unclassified
OTU_3056	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_3059	k:Bacteria	p:Chloroflexi	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_3061	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	Unclassified	Unclassified
OTU_3060	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Chitinophagaceae	g:Segetibacter	Unclassified
OTU_3058	k:Bacteria	p:Actinobacteria	c:MB-A2-108	Unclassified	Unclassified	Unclassified	Unclassified
OTU_3062	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	g:Planctomyces	Unclassified
OTU_3065	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_3067	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	Unclassified	Unclassified
OTU_3063	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_3064	k:Bacteria	p:Firmicutes	c:Clostridia	o:Clostridiales	f:Ruminococcaceae	g:Ruminiclostridium_6	s:[Eubacterium]_siraeum
OTU_3073	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_3070	k:Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_3068	k:Bacteria	p:Acidobacteria	c:Subgroup_22	Unclassified	Unclassified	Unclassified	Unclassified
OTU_3071	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	Unclassified	Unclassified
OTU_3069	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:DA111	Unclassified	Unclassified
OTU_3072	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Chitinophagaceae	Unclassified	Unclassified
OTU_3066	k:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	f:Bacillaceae	g:Bacillus	Unclassified
OTU_3074	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Chitinophagaceae	g:Flavisolibacter	Unclassified
OTU_3075	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	Unclassified	Unclassified
OTU_3076	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	g:Gemmata	Unclassified
OTU_3077	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	g:Roseomonas	Unclassified
OTU_3078	k:Bacteria	p:Chloroflexi	c:TK10	Unclassified	Unclassified	Unclassified	Unclassified
OTU_3079	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Rhodospirillales_Incertae_Sedis	g:Candidatus_Alysiosphaera	Unclassified
OTU_3081	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	Unclassified	Unclassified
OTU_3082	k:Bacteria	p:Planctomycetes	c:Planctomycetacia	o:Planctomycetales	f:Planctomycetaceae	Unclassified	Unclassified
OTU_3080	k:Bacteria	p:Firmicutes	c:Clostridia	o:Clostridiales	f:Ruminococcaceae	g:[Eubacterium]_coprostanoligenes_group	Unclassified
OTU_3084	k:Bacteria	p:Chloroflexi	c:Thermomicrobia	o:JG30-KF-CM45	Unclassified	Unclassified	Unclassified
OTU_3083	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	Unclassified	Unclassified	Unclassified
OTU_3085	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhizobiales	Unclassified	Unclassified	Unclassified
OTU_3086	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Xanthomonadales	f:Xanthomonadales_Incertae_Sedis	g:Acidibacter	Unclassified
OTU_3087	k:Bacteria	p:Verrucomicrobia	c:OPB35_soil_group	Unclassified	Unclassified	Unclassified	Unclassified
OTU_3089	k:Bacteria	p:Actinobacteria	c:Acidimicrobiia	o:Acidimicrobiales	Unclassified	Unclassified	Unclassified
OTU_3091	k:Bacteria	p:Bacteroidetes	c:Sphingobacteriia	o:Sphingobacteriales	f:Chitinophagaceae	Unclassified	Unclassified
OTU_3088	k:Bacteria	p:Proteobacteria	c:Gammaproteobacteria	o:Xanthomonadales	f:Solimonadaceae	g:Polycyclovorans	Unclassified
OTU_3090	k:Bacteria	p:Firmicutes	c:Bacilli	o:Bacillales	f:Alicyclobacillaceae	g:Tumebacillus	s:Tumebacillus_ginsengisoli
OTU_3093	k:Bacteria	p:Proteobacteria	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	Unclassified	Unclassified
OTU_3092	k:Bacteria	p:Proteobacteria	c:Deltaproteobacteria	o:Myxococcales	f:BIrii41	Unclassified	Unclassified
